ensembl_gene_id,entrezgene_id,hgnc_symbol
ENSG00000172482,189,AGXT
ENSG00000101444,191,AHCY
ENSG00000167916,192666,KRT24
ENSG00000205795,192668,CYS1
ENSG00000283391,1933,EEF1B2
ENSG00000114942,1933,EEF1B2
ENSG00000167658,1938,EEF2
ENSG00000099617,1943,EFNA2
ENSG00000108947,1949,EFNB3
ENSG00000105429,1954,MEGF8
ENSG00000135625,1961,EGR4
ENSG00000277571,1991,ELANE
ENSG00000197561,1991,ELANE
ENSG00000066044,1994,ELAVL1
ENSG00000196361,1995,ELAVL3
ENSG00000198551,199692,ZNF627
ENSG00000179284,199699,DAND5
ENSG00000196967,199704,ZNF585A
ENSG00000277071,199713,NLRP7
ENSG00000277776,199713,NLRP7
ENSG00000274174,199713,NLRP7
ENSG00000276804,199713,NLRP7
ENSG00000274571,199713,NLRP7
ENSG00000278173,199713,NLRP7
ENSG00000275483,199713,NLRP7
ENSG00000277179,199713,NLRP7
ENSG00000277786,199713,NLRP7
ENSG00000167634,199713,NLRP7
ENSG00000179168,199720,GGN
ENSG00000105767,199731,CADM4
ENSG00000161277,199745,THAP8
ENSG00000188171,199777,ZNF626
ENSG00000224420,199800,ADM5
ENSG00000184492,200350,FOXD4L1
ENSG00000168658,200403,VWA3B
ENSG00000175874,200407,CREG2
ENSG00000187605,200424,TET3
ENSG00000183607,200504,GKN2
ENSG00000172073,200523,TEX37
ENSG00000163126,200539,ANKRD23
ENSG00000169621,200558,APLF
ENSG00000115020,200576,PIKFYVE
ENSG00000157992,200634,KRTCAP3
ENSG00000186889,200728,TMEM17
ENSG00000198369,200734,SPRED2
ENSG00000221944,200765,TIGD1
ENSG00000154240,201134,CEP112
ENSG00000184544,201140,DHRS7C
ENSG00000175106,201158,TVP23C
ENSG00000166582,201161,CENPV
ENSG00000154803,201163,FLCN
ENSG00000179598,201164,PLD6
ENSG00000232859,201229,LYRM9
ENSG00000174327,201232,SLC16A13
ENSG00000169683,201255,LRRC45
ENSG00000282291,201266,SLC39A11
ENSG00000133195,201266,SLC39A11
ENSG00000214174,201283,AMZ2P1
ENSG00000141569,201292,TRIM65
ENSG00000092929,201294,UNC13D
ENSG00000276432,201299,RDM1
ENSG00000278023,201299,RDM1
ENSG00000182557,201305,SPNS3
ENSG00000142227,2014,EMP3
ENSG00000141665,201456,FBXO15
ENSG00000206418,201475,RAB12
ENSG00000263724,201477,DLGAP1-AS3
ENSG00000184828,201501,ZBTB7C
ENSG00000171574,201514,ZNF584
ENSG00000180532,201516,ZSCAN4
ENSG00000135638,2016,EMX1
ENSG00000163064,2019,EN1
ENSG00000108515,2027,ENO3
ENSG00000116016,2034,EPAS1
ENSG00000088367,2036,EPB41L1
ENSG00000116106,2043,EPHA4
ENSG00000179873,204801,NLRP11
ENSG00000178171,205147,AMER3
ENSG00000178074,205327,C2orf69
ENSG00000187266,2057,EPOR
ENSG00000160113,2063,NR2F6
ENSG00000141736,2064,ERBB2
ENSG00000178568,2066,ERBB4
ENSG00000012061,2067,ERCC1
ENSG00000104884,2068,ERCC2
ENSG00000163161,2071,ERCC3
ENSG00000105722,2077,ERF
ENSG00000105221,208,AKT2
ENSG00000178607,2081,ERN1
ENSG00000280548,2091,FBL
ENSG00000105202,2091,FBL
ENSG00000105379,2109,ETFB
ENSG00000105672,2116,ETV2
ENSG00000126860,2123,EVI2A
ENSG00000185862,2124,EVI2B
ENSG00000167880,2125,EVPL
ENSG00000163586,2168,FABP1
ENSG00000108602,218,ALDH3A1
ENSG00000123983,2181,ACSL3
ENSG00000171634,2186,BPTF
ENSG00000078098,2191,FAP
ENSG00000179115,2193,FARSA
ENSG00000169710,2194,FASN
ENSG00000262634,220134,SKA1
ENSG00000154839,220134,SKA1
ENSG00000206052,220164,DOK6
ENSG00000115380,2202,EFEMP1
ENSG00000276858,2204,FCAR
ENSG00000276985,2204,FCAR
ENSG00000273738,2204,FCAR
ENSG00000275136,2204,FCAR
ENSG00000275970,2204,FCAR
ENSG00000275269,2204,FCAR
ENSG00000278415,2204,FCAR
ENSG00000275564,2204,FCAR
ENSG00000274580,2204,FCAR
ENSG00000283953,2204,FCAR
ENSG00000284004,2204,FCAR
ENSG00000284245,2204,FCAR
ENSG00000284061,2204,FCAR
ENSG00000283750,2204,FCAR
ENSG00000186431,2204,FCAR
ENSG00000176641,220441,RNF152
ENSG00000104921,2208,FCER2
ENSG00000170144,220988,HNRNPA3
ENSG00000179676,221241,LINC00305
ENSG00000161513,2232,FDXR
ENSG00000066926,2235,FECH
ENSG00000072210,224,ALDH3A2
ENSG00000283903,2256,FGF11
ENSG00000161958,2256,FGF11
ENSG00000115641,2274,FHL2
ENSG00000108349,22794,CASC3
ENSG00000161405,22806,IKZF3
ENSG00000030419,22807,IKZF2
ENSG00000169136,22809,ATF5
ENSG00000119782,2281,FKBP1B
ENSG00000120784,22835,ZFP30
ENSG00000082438,22837,COBLL1
ENSG00000080845,22839,DLGAP4
ENSG00000168813,22847,ZNF507
ENSG00000115977,22848,AAK1
ENSG00000101544,22850,ADNP2
ENSG00000091592,22861,NLRP1
ENSG00000118246,22868,FASTKD2
ENSG00000105063,22870,PPP6R1
ENSG00000153339,22878,TRAPPC8
ENSG00000198844,22899,ARHGEF15
ENSG00000105483,22900,CARD8
ENSG00000141337,22901,ARSG
ENSG00000278788,22904,SBNO2
ENSG00000064932,22904,SBNO2
ENSG00000072134,22905,EPN2
ENSG00000125970,22913,RALY
ENSG00000101367,22919,MAPRE1
ENSG00000084764,22924,MAPRE3
ENSG00000153246,22925,PLA2R1
ENSG00000115839,22930,RAB3GAP1
ENSG00000283100,22933,SIRT2
ENSG00000068903,22933,SIRT2
ENSG00000153574,22934,RPIA
ENSG00000163798,22950,SLC4A1AP
ENSG00000130612,22952,CYP2G1P
ENSG00000088325,22974,TPX2
ENSG00000084710,22979,EFR3B
ENSG00000105613,22983,MAST1
ENSG00000109107,230,ALDOC
ENSG00000129654,2302,FOXJ1
ENSG00000144028,23020,SNRNP200
ENSG00000130477,23025,UNC13A
ENSG00000127663,23030,KDM4B
ENSG00000099308,23031,MAST3
ENSG00000186487,23040,MYT1L
ENSG00000198646,23054,NCOA6
ENSG00000179772,2307,FOXS1
ENSG00000105738,23094,SIPA1L3
ENSG00000004139,23098,SARM1
ENSG00000132359,23108,RAP1GAP2
ENSG00000108509,23125,CAMTA2
ENSG00000132510,23135,KDM6B
ENSG00000082397,23136,EPB41L3
ENSG00000284571,2314,FLII
ENSG00000177731,2314,FLII
ENSG00000074755,23140,ZZEF1
ENSG00000130475,23149,FCHO1
ENSG00000079432,23152,CIC
ENSG00000163811,23160,WDR43
ENSG00000125447,23163,GGA3
ENSG00000133030,23164,MPRIP
ENSG00000134324,23175,LPIN1
ENSG00000011523,23177,CEP68
ENSG00000115687,23178,PASK
ENSG00000132589,2319,FLOT2
ENSG00000144224,23190,UBXN4
ENSG00000168397,23192,ATG4B
ENSG00000068878,23198,PSME4
ENSG00000130749,23211,ZC3H4
ENSG00000105278,23217,ZFR2
ENSG00000090554,2323,FLT3LG
ENSG00000144036,23233,EXOC6B
ENSG00000081913,23239,PHLPP1
ENSG00000101745,23253,ANKRD12
ENSG00000182473,23265,EXOC7
ENSG00000132361,23277,CLUH
ENSG00000070366,23293,SMG6
ENSG00000115504,23301,EHBP1
ENSG00000179314,23302,WSCD1
ENSG00000127511,23309,SIN3B
ENSG00000119042,23314,SATB2
ENSG00000124422,23326,USP22
ENSG00000049759,23327,NEDD4L
ENSG00000074054,23332,CLASP1
ENSG00000091157,23335,WDR7
ENSG00000101596,23347,SMCHD1
ENSG00000115414,2335,FN1
ENSG00000249115,23354,HAUS5
ENSG00000124006,23363,OBSL1
ENSG00000055917,23369,PUM2
ENSG00000104880,23370,ARHGEF18
ENSG00000105662,23373,CRTC1
ENSG00000129933,23383,MAU2
ENSG00000186111,23396,PIP5K1C
ENSG00000121152,23397,NCAPH
ENSG00000288307,23399,CTDNEP1
ENSG00000175826,23399,CTDNEP1
ENSG00000177051,23403,FBXO46
ENSG00000119729,23433,RHOQ
ENSG00000115524,23451,SF3B1
ENSG00000154262,23460,ABCA6
ENSG00000154265,23461,ABCA5
ENSG00000105755,23474,ETHE1
ENSG00000141867,23476,BRD4
ENSG00000240505,23495,TNFRSF13B
ENSG00000162882,23498,HAAO
ENSG00000075568,23505,TMEM131
ENSG00000101346,23509,POFUT1
ENSG00000180901,23510,KCTD2
ENSG00000178691,23512,SUZ12
ENSG00000048991,23518,R3HDM1
ENSG00000142541,23521,RPL13A
ENSG00000141506,23533,PIK3R5
ENSG00000125740,2354,FOSB
ENSG00000105467,23546,SYNGR4
ENSG00000276798,23547,LILRA4
ENSG00000274185,23547,LILRA4
ENSG00000277092,23547,LILRA4
ENSG00000239961,23547,LILRA4
ENSG00000123992,23549,DNPEP
ENSG00000075426,2355,FOSL2
ENSG00000125637,23550,PSD4
ENSG00000197563,23556,PIGN
ENSG00000132471,23558,WBP2
ENSG00000239779,23559,WBP1
ENSG00000171051,2357,FPR1
ENSG00000171049,2358,FPR2
ENSG00000179604,23580,CDC42EP4
ENSG00000105141,23581,CASP14
ENSG00000288485,23587,ELP5
ENSG00000170291,23587,ELP5
ENSG00000187474,2359,FPR3
ENSG00000237575,23615,PYY2
ENSG00000169006,23620,NTSR2
ENSG00000142273,23624,CBLC
ENSG00000213024,23636,NUP62
ENSG00000133265,23640,HSPBP1
ENSG00000087074,23645,PPP1R15A
ENSG00000105223,23646,PLD3
ENSG00000263563,23666,UBBP4
ENSG00000144339,23671,TMEFF2
ENSG00000130147,23677,SH3BP4
ENSG00000115825,23683,PRKD3
ENSG00000152049,23704,KCNE4
ENSG00000197417,23729,SHPK
ENSG00000129221,23746,AIPL1
ENSG00000105701,23770,FKBP8
ENSG00000171094,238,ALK
ENSG00000108839,239,ALOX12
ENSG00000125746,24139,EML2
ENSG00000179477,242,ALOX12B
ENSG00000262943,245,ALOX12P2
ENSG00000163806,245711,SPDYA
ENSG00000143882,245973,ATP6V1C2
ENSG00000161905,246,ALOX15
ENSG00000270765,246176,GAS2L2
ENSG00000171865,246243,RNASEH1
ENSG00000179593,247,ALOX15B
ENSG00000163295,248,ALPI
ENSG00000162998,2487,FRZB
ENSG00000170820,2492,FSHR
ENSG00000163283,250,ALPP
ENSG00000087086,2512,FTL
ENSG00000174951,2523,FUT1
ENSG00000176920,2524,FUT2
ENSG00000171124,2525,FUT3
ENSG00000130383,2527,FUT5
ENSG00000156413,2528,FUT6
ENSG00000186496,252884,ZNF396
ENSG00000119537,2531,KDSR
ENSG00000172954,253558,LCLAT1
ENSG00000152133,253635,GPATCH11
ENSG00000172292,253782,CERS6
ENSG00000172878,254042,METAP1D
ENSG00000189375,254272,TBC1D28
ENSG00000185674,254773,LYG2
ENSG00000171298,2548,GAA
ENSG00000283771,254863,TMEM256
ENSG00000205544,254863,TMEM256
ENSG00000180089,255043,TMEM86B
ENSG00000180846,255193,CSNK1G2-AS1
ENSG00000185105,255275,MYADML2
ENSG00000214212,255809,C19orf38
ENSG00000161940,255877,BCL6B
ENSG00000121406,256051,ZNF549
ENSG00000161860,256126,SYCE2
ENSG00000214819,256223,CDRT15L2
ENSG00000131401,256236,NAPSB
ENSG00000183979,256933,NPB
ENSG00000174898,257062,CATSPERD
ENSG00000128683,2571,GAD1
ENSG00000129946,25759,SHC2
ENSG00000152689,25780,RASGRP3
ENSG00000105696,25789,TMEM59L
ENSG00000066248,25791,NGEF
ENSG00000186765,25794,FSCN2
ENSG00000130313,25796,PGLS
ENSG00000115828,25797,QPCT
ENSG00000083812,25799,ZNF324
ENSG00000141424,25800,SLC39A6
ENSG00000115271,25801,GCA
ENSG00000130520,25804,LSM4
ENSG00000116035,25806,VAX2
ENSG00000167754,25818,KLK5
ENSG00000202400,25826,SNORD82
ENSG00000108479,2584,GALK1
ENSG00000251247,25850,ZNF345
ENSG00000105287,25865,PRKD2
ENSG00000166573,2587,GALR1
ENSG00000130255,25873,RPL36
ENSG00000068654,25885,POLR1A
ENSG00000142528,25888,ZNF473
ENSG00000141429,2589,GALNT1
ENSG00000115339,2591,GALNT3
ENSG00000176225,25914,RTTN
ENSG00000180083,259239,WFDC11
ENSG00000180205,259240,WFDC9
ENSG00000198795,25925,ZNF521
ENSG00000130935,25926,NOL11
ENSG00000119865,25927,CNRIP1
ENSG00000130005,2593,GAMT
ENSG00000104951,259307,IL4I1
ENSG00000101347,25939,SAMHD1
ENSG00000119812,25940,FAM98A
ENSG00000134779,25941,TPGS2
ENSG00000127838,25953,PNKD
ENSG00000197256,25959,KANK2
ENSG00000115446,25972,UNC50
ENSG00000109016,25979,DHRS7B
ENSG00000131043,25980,AAR2
ENSG00000263309,25984,KRT23
ENSG00000108244,25984,KRT23
ENSG00000162804,25992,SNED1
ENSG00000105270,25999,CLIP3
ENSG00000108523,26001,RNF167
ENSG00000115806,26003,GORASP2
ENSG00000196141,26010,SPATS2L
ENSG00000105058,26017,FAM32A
ENSG00000006042,26022,TMEM98
ENSG00000152217,26040,SETBP1
ENSG00000204120,26058,GIGYF2
ENSG00000262860,26065,LSM14A
ENSG00000257103,26065,LSM14A
ENSG00000004142,26073,POLDIP2
ENSG00000167759,26085,KLK13
ENSG00000105321,26093,CCDC9
ENSG00000170921,26115,TANC2
ENSG00000109046,26118,WSB1
ENSG00000277953,26121,
ENSG00000276421,26121,
ENSG00000275117,26121,
ENSG00000274894,26121,
ENSG00000275885,26121,PRPF31
ENSG00000274144,26121,
ENSG00000274651,26121,
ENSG00000277707,26121,
ENSG00000277154,26121,
ENSG00000105618,26121,PRPF31
ENSG00000135999,26122,EPC2
ENSG00000100991,26133,TRPC4AP
ENSG00000170604,26145,IRF2BP1
ENSG00000204104,26146,TRAF3IP1
ENSG00000109065,26151,NAT9
ENSG00000144452,26154,ABCA12
ENSG00000138002,26160,IFT172
ENSG00000161956,26168,SENP3
ENSG00000172150,26189,OR1A2
ENSG00000154217,26207,PITPNC1
ENSG00000162980,26225,ARL5A
ENSG00000178342,26251,KCNG2
ENSG00000154040,26256,CABYR
ENSG00000141448,2627,GATA6
ENSG00000198130,26275,HIBCH
ENSG00000132591,26284,ERAL1
ENSG00000105550,26291,FGF21
ENSG00000105679,26330,GAPDHS
ENSG00000185385,26333,OR7A17
ENSG00000168505,2637,GBX2
ENSG00000105607,2639,GCDH
ENSG00000115263,2641,GCG
ENSG00000288269,2642,GCGR
ENSG00000215644,2642,GCGR
ENSG00000084734,2646,GCKR
ENSG00000072135,26469,PTPN18
ENSG00000141562,26502,NARF
ENSG00000158158,26504,CNNM4
ENSG00000168763,26505,CNNM3
ENSG00000099800,26517,TIMM13
ENSG00000136695,26525,IL36RN
ENSG00000130167,26526,TSPAN16
ENSG00000071626,26528,DAZAP1
ENSG00000171936,26532,OR10H3
ENSG00000171942,26538,OR10H2
ENSG00000186723,26539,OR10H1
ENSG00000276072,26574,AATF
ENSG00000275700,26574,AATF
ENSG00000138379,2660,MSTN
ENSG00000237521,26648,OR7E24
ENSG00000127529,26658,OR7C2
ENSG00000188269,26659,OR7A5
ENSG00000127530,26664,OR7C1
ENSG00000198380,2673,GFPT1
ENSG00000115486,2677,GGCX
ENSG00000238597,26772,SNORD4B
ENSG00000238578,26773,SNORD4A
ENSG00000207166,26780,SNORA68
ENSG00000206602,26791,SNORD58A
ENSG00000265145,26796,SNORD53
ENSG00000104899,268,AMH
ENSG00000277370,26800,SNORD49A
ENSG00000238423,26808,SNORD42B
ENSG00000238649,26809,SNORD42A
ENSG00000209702,26810,SNORD41
ENSG00000200259,26816,SNORD35A
ENSG00000202503,26817,SNORD34
ENSG00000199631,26818,SNORD33
ENSG00000201675,26819,SNORD32A
ENSG00000131067,2686,GGT7
ENSG00000259384,2688,GH1
ENSG00000136487,2689,GH2
ENSG00000118702,2691,GHRH
ENSG00000010310,2696,GIPR
ENSG00000011243,26993,AKAP8L
ENSG00000070388,27006,FGF22
ENSG00000115649,27013,CNPPD1
ENSG00000011590,27033,ZBTB32
ENSG00000168995,27036,SIGLEC7
ENSG00000141456,27043,PELP1
ENSG00000124466,27076,LYPD3
ENSG00000075429,27091,CACNG5
ENSG00000075461,27092,CACNG4
ENSG00000079101,27098,CLUL1
ENSG00000105643,27106,ARRDC2
ENSG00000105327,27113,BBC3
ENSG00000104901,27120,DKKL1
ENSG00000105289,27134,TJP3
ENSG00000163482,27148,STK36
ENSG00000160111,27151,CPAMD8
ENSG00000263310,27164,SALL3
ENSG00000277015,27164,SALL3
ENSG00000256463,27164,SALL3
ENSG00000136696,27177,IL36B
ENSG00000125571,27178,IL37
ENSG00000136694,27179,IL36A
ENSG00000129450,27180,SIGLEC9
ENSG00000105366,27181,SIGLEC8
ENSG00000134830,27202,C5AR2
ENSG00000077009,27231,NMRK2
ENSG00000198075,27233,SULT1C4
ENSG00000130724,27243,CHMP2A
ENSG00000169599,27247,NFU1
ENSG00000068912,27248,ERLEC1
ENSG00000168288,27249,MMADHC
ENSG00000104808,27294,DHDH
ENSG00000124251,27296,TP53TG5
ENSG00000198131,27300,ZNF544
ENSG00000163217,27302,BMP10
ENSG00000075292,27332,ZNF638
ENSG00000282986,27335,EIF3K
ENSG00000178982,27335,EIF3K
ENSG00000108106,27338,UBE2S
ENSG00000109084,27346,TMEM97
ENSG00000198648,27347,STK39
ENSG00000074047,2736,GLI2
ENSG00000136717,274,BIN1
ENSG00000115317,27429,HTRA2
ENSG00000143924,27436,EML4
ENSG00000115419,2744,GLS
ENSG00000088256,2767,GNA11
ENSG00000060558,2769,GNA15
ENSG00000141404,2774,GNAL
ENSG00000176533,2788,GNG7
ENSG00000182931,280664,WFDC10B
ENSG00000063660,2817,GPC1
ENSG00000115159,2820,GPD2
ENSG00000282019,2821,GPI
ENSG00000105220,2821,GPI
ENSG00000283448,2825,CMKLR2
ENSG00000183671,2825,CMKLR2
ENSG00000183709,282616,IFNL2
ENSG00000197110,282617,IFNL3
ENSG00000182393,282618,IFNL1
ENSG00000177464,2828,GPR4
ENSG00000101542,28316,CDH20
ENSG00000181408,2837,UTS2R
ENSG00000172782,283985,FADS6
ENSG00000167861,283987,HID1
ENSG00000182173,283989,TSEN54
ENSG00000185262,283991,UBALD2
ENSG00000144230,2840,GPR17
ENSG00000176155,284001,CCDC57
ENSG00000182853,284013,VMO1
ENSG00000186665,284018,C17orf58
ENSG00000271605,284021,MILR1
ENSG00000178977,284029,LINC00324
ENSG00000179136,284034,LINC00670
ENSG00000239704,284040,CDRT4
ENSG00000154874,284047,CCDC144B
ENSG00000265480,284085,KRT18P55
ENSG00000160602,284086,NEK8
ENSG00000275600,284098,PIGW
ENSG00000277161,284098,PIGW
ENSG00000278145,284099,C17orf78
ENSG00000278505,284099,C17orf78
ENSG00000274768,284106,CISD3
ENSG00000277972,284106,CISD3
ENSG00000167914,284110,GSDMA
ENSG00000141485,284111,SLC13A5
ENSG00000284228,284114,TMEM102
ENSG00000181284,284114,TMEM102
ENSG00000276399,284124,
ENSG00000181045,284129,SLC26A11
ENSG00000173818,284131,ENDOV
ENSG00000185332,284186,TMEM105
ENSG00000170298,284194,LGALS9B
ENSG00000275031,284207,METRNL
ENSG00000176845,284207,METRNL
ENSG00000101680,284217,LAMA1
ENSG00000265787,284233,CYP4F35P
ENSG00000134504,284252,KCTD1
ENSG00000178690,284254,DYNAP
ENSG00000228075,284257,BOD1L2
ENSG00000267586,284260,LINC00907
ENSG00000197046,284266,SIGLEC15
ENSG00000180011,284273,ZADH2
ENSG00000206026,284274,SMIM21
ENSG00000266256,284276,LINC00683
ENSG00000221887,284293,HMSD
ENSG00000179954,284297,SSC5D
ENSG00000152433,284306,ZNF547
ENSG00000171649,284307,ZIK1
ENSG00000152467,284312,ZSCAN1
ENSG00000280568,284323,ZNF780A
ENSG00000197782,284323,ZNF780A
ENSG00000188493,284325,C19orf54
ENSG00000188368,284338,PRR19
ENSG00000167619,284339,TMEM145
ENSG00000189377,284340,CXCL17
ENSG00000241104,284344,CEACAMP10
ENSG00000176472,284346,ZNF575
ENSG00000159871,284348,LYPD5
ENSG00000167637,284349,ZNF283
ENSG00000104866,284352,PPP1R37
ENSG00000179846,284353,NKPD1
ENSG00000178928,284355,TPRX1
ENSG00000176909,284358,MAMSTR
ENSG00000182264,284359,IZUMO1
ENSG00000161671,284361,EMC10
ENSG00000213022,284366,KLK9
ENSG00000171101,284367,SIGLEC17P
ENSG00000179213,284369,SIGLECL1
ENSG00000197619,284370,ZNF615
ENSG00000197608,284371,ZNF841
ENSG00000268864,284379,
ENSG00000181786,284382,ACTL9
ENSG00000181733,284383,OR2Z1
ENSG00000286098,284391,
ENSG00000223547,284391,ZNF844
ENSG00000264515,284395,VSTM2B-DT
ENSG00000205209,284402,SCGB2B2
ENSG00000075702,284403,WDR62
ENSG00000181007,284406,ZFP82
ENSG00000276159,284415,VSTM1
ENSG00000274953,284415,VSTM1
ENSG00000275577,284415,VSTM1
ENSG00000276363,284415,VSTM1
ENSG00000276066,284415,VSTM1
ENSG00000277607,284415,VSTM1
ENSG00000274887,284415,VSTM1
ENSG00000275962,284415,VSTM1
ENSG00000275330,284415,VSTM1
ENSG00000189068,284415,VSTM1
ENSG00000180061,284417,TMEM150B
ENSG00000180043,284418,FAM71E2
ENSG00000176840,284424,MIR7-3HG
ENSG00000181240,284427,SLC25A41
ENSG00000237247,284428,MBD3L5
ENSG00000172519,284433,OR10H5
ENSG00000188039,284434,NWD1
ENSG00000181035,284439,SLC25A42
ENSG00000196268,284443,ZNF493
ENSG00000181781,284451,ODF3L2
ENSG00000198547,284805,C20orf203
ENSG00000152292,284948,SH2D6
ENSG00000144130,284958,NT5DC4
ENSG00000144395,284992,CCDC150
ENSG00000163162,284996,RNF149
ENSG00000163492,285025,CCDC141
ENSG00000236854,285045,
ENSG00000163793,285126,DNAJC5G
ENSG00000071991,28513,CDH19
ENSG00000204334,285141,ERICH2
ENSG00000239467,285141,
ENSG00000134330,285148,IAH1
ENSG00000232973,285154,CYP1B1-AS1
ENSG00000155744,285172,FAM126B
ENSG00000144406,285175,UNC80
ENSG00000188282,285180,RUFY4
ENSG00000196862,285190,RGPD4
ENSG00000188542,285193,DUSP28
ENSG00000142511,2854,GPR32
ENSG00000178623,2859,GPR35
ENSG00000183840,2863,GPR39
ENSG00000126266,2864,FFAR1
ENSG00000126262,2867,FFAR2
ENSG00000068781,286749,STON1-GTF2A1L
ENSG00000099875,2872,MKNK2
ENSG00000169727,2873,GPS1
ENSG00000288325,2874,GPS2
ENSG00000132522,2874,GPS2
ENSG00000167468,2879,GPX4
ENSG00000177885,2885,GRB2
ENSG00000141738,2886,GRB7
ENSG00000115290,2888,GRB14
ENSG00000071575,28951,TRIB2
ENSG00000108262,28964,GIT1
ENSG00000063127,28968,SLC6A16
ENSG00000104979,28974,C19orf53
ENSG00000276016,29,ABR
ENSG00000278741,29,ABR
ENSG00000159842,29,ABR
ENSG00000105737,2901,GRIK5
ENSG00000280837,29034,CPS1-IT1
ENSG00000161509,2905,GRIN2C
ENSG00000105464,2906,GRIN2D
ENSG00000138382,29081,METTL5
ENSG00000105393,29086,BABAM1
ENSG00000160007,2909,ARHGAP35
ENSG00000075336,29090,TIMM21
ENSG00000119862,29094,LGALSL
ENSG00000108961,29098,RANGRF
ENSG00000161526,29115,SAP30BP
ENSG00000105198,29124,LGALS13
ENSG00000276043,29128,UHRF1
ENSG00000134443,2922,GRP
ENSG00000105723,2931,GSK3A
ENSG00000100983,2937,GSS
ENSG00000116062,2956,MSH6
ENSG00000125651,2962,GTF2F1
ENSG00000115207,2976,GTF3C2
ENSG00000167600,29785,CYP2S1
ENSG00000138430,29789,OLA1
ENSG00000134317,29841,GRHL1
ENSG00000115112,29842,TFCP2L1
ENSG00000276296,29844,TFPT
ENSG00000273833,29844,TFPT
ENSG00000276323,29844,TFPT
ENSG00000276504,29844,TFPT
ENSG00000275086,29844,TFPT
ENSG00000276022,29844,TFPT
ENSG00000276263,29844,TFPT
ENSG00000278161,29844,TFPT
ENSG00000274073,29844,TFPT
ENSG00000105619,29844,TFPT
ENSG00000163600,29851,ICOS
ENSG00000090372,29888,STRN4
ENSG00000173581,29903,CCDC106
ENSG00000101638,29906,ST8SIA5
ENSG00000095066,29911,HOOK2
ENSG00000063245,29924,EPN1
ENSG00000144591,29926,GMPPA
ENSG00000278501,29928,TIMM22
ENSG00000277649,29928,TIMM22
ENSG00000177370,29928,TIMM22
ENSG00000167565,29946,SERTAD3
ENSG00000136732,2995,GYPC
ENSG00000197019,29950,SERTAD1
ENSG00000115216,29959,NRBP1
ENSG00000104812,2997,GYS1
ENSG00000141873,29985,SLC39A3
ENSG00000123636,29994,BAZ2B
ENSG00000226266,29994,
ENSG00000132518,3000,GUCY2D
ENSG00000105576,30000,TNPO2
ENSG00000197540,3004,GZMM
ENSG00000138449,30061,SLC40A1
ENSG00000134438,30062,RAX
ENSG00000084754,3030,HADHA
ENSG00000138029,3032,HADHB
ENSG00000105509,3036,HAS1
ENSG00000101336,3055,HCK
ENSG00000115677,3069,HDLBP
ENSG00000196975,307,ANXA4
ENSG00000115041,30818,KCNIP3
ENSG00000154832,30827,CXXC1
ENSG00000125458,30833,NT5C
ENSG00000090659,30835,CD209
ENSG00000274229,30837,SOCS7
ENSG00000274211,30837,SOCS7
ENSG00000013016,30845,EHD3
ENSG00000024422,30846,EHD2
ENSG00000109089,30850,CDR2L
ENSG00000213977,30851,TAX1BP3
ENSG00000177374,3090,HIC1
ENSG00000159399,3099,HK2
ENSG00000275176,31,ACACA
ENSG00000278540,31,ACACA
ENSG00000138356,316,AOX1
ENSG00000170608,3171,FOXA3
ENSG00000150540,3176,HNMT
ENSG00000196131,317701,VN1R2
ENSG00000228567,317703,VN1R4
ENSG00000183566,317716,BPIFA4P
ENSG00000128645,3231,HOXD1
ENSG00000128652,3232,HOXD3
ENSG00000170166,3233,HOXD4
ENSG00000175879,3234,HOXD8
ENSG00000128709,3235,HOXD9
ENSG00000128710,3236,HOXD10
ENSG00000128713,3237,HOXD11
ENSG00000170178,3238,HOXD12
ENSG00000128714,3239,HOXD13
ENSG00000115756,3241,HPCAL1
ENSG00000105707,3249,HPN
ENSG00000172794,326624,RAB37
ENSG00000173744,3267,AGFG1
ENSG00000130528,3270,HRC
ENSG00000126457,3276,PRMT1
ENSG00000115361,33,ACADL
ENSG00000135924,3300,DNAJB2
ENSG00000089685,332,BIRC5
ENSG00000144381,3329,HSPD1
ENSG00000105290,333,APLP1
ENSG00000132002,3337,DNAJB1
ENSG00000170802,3344,FOXN2
ENSG00000135914,3357,HTR2B
ENSG00000084674,338,APOB
ENSG00000090339,3383,ICAM1
ENSG00000185792,338321,NLRP9
ENSG00000108622,3384,ICAM2
ENSG00000076662,3385,ICAM3
ENSG00000105371,3386,ICAM4
ENSG00000284837,339166,
ENSG00000288511,339168,TMEM95
ENSG00000182896,339168,TMEM95
ENSG00000087995,339175,METTL2A
ENSG00000205212,339184,CCDC144NL
ENSG00000204237,339229,OXLD1
ENSG00000185298,339230,CCDC137
ENSG00000214087,339231,ARL16
ENSG00000188895,339287,MSL1
ENSG00000263753,339290,LINC00667
ENSG00000206422,339291,LRRC30
ENSG00000263547,339298,
ENSG00000166569,339302,CPLX4
ENSG00000197841,339318,ZNF181
ENSG00000254004,339324,ZNF260
ENSG00000281526,339327,ZNF546
ENSG00000187187,339327,ZNF546
ENSG00000176182,339344,MYPOP
ENSG00000188425,339345,NANOS2
ENSG00000185761,339366,ADAMTSL5
ENSG00000182566,339390,CLEC4G
ENSG00000125968,3397,ID1
ENSG00000144228,339745,SPOPL
ENSG00000186684,339761,CYP27C1
ENSG00000144488,339768,ESPNL
ENSG00000236790,339789,LINC00299
ENSG00000115738,3398,ID2
